Unit Id,Institution name,"Type of cost,  residency, and student housing",2021,2020,2019,2018,2017
101143,Enterprise State Community College,       Books and supplies,950,950,1200,1200,1000
101161,Coastal Alabama Community College,On-campus in-state,16667,17567,16607,16436,14040
101161,Coastal Alabama Community College,       In-state tuition and fees,4860,4860,4800,4740,4380
101161,Coastal Alabama Community College,       On-campus room and board,5900,5900,5900,5900,5800
101161,Coastal Alabama Community College,       On-campus other expenses,4407,4307,4459,4346,2310
101161,Coastal Alabama Community College,       Books and supplies,1500,2500,1448,1450,1550
101189,Faulkner University,On-campus in-state,37590,37290,36010,35440,34370
101189,Faulkner University,       In-state tuition and fees,23490,22990,22310,21690,20970
101189,Faulkner University,       On-campus room and board,7900,8100,7500,7750,7400
101189,Faulkner University,       On-campus other expenses,4400,4400,4400,4200,4200
101189,Faulkner University,       Books and supplies,1800,1800,1800,1800,1800
101240,Gadsden State Community College,On-campus in-state,12660,12660,11413,11265,11025
101240,Gadsden State Community College,       In-state tuition and fees,3936,3936,3888,3840,3600
101240,Gadsden State Community College,       On-campus room and board,4800,4800,3600,3600,3600
101240,Gadsden State Community College,       On-campus other expenses,2324,2324,2325,2325,2325
101240,Gadsden State Community College,       Books and supplies,1600,1600,1600,1500,1500
101286,George C Wallace Community College-Dothan,On-campus in-state,6000,6000,6640,6580,6280
101286,George C Wallace Community College-Dothan,       In-state tuition and fees,4800,4800,4740,4680,4380
101286,George C Wallace Community College-Dothan,       On-campus room and board,0,0,0,0,0
101286,George C Wallace Community College-Dothan,       On-campus other expenses,0,0,0,0,0
101286,George C Wallace Community College-Dothan,       Books and supplies,1200,1200,1900,1900,1900
101295,George C Wallace State Community College-Hanceville,On-campus in-state,17520,15920,15460,15100,14600
101295,George C Wallace State Community College-Hanceville,       In-state tuition and fees,4860,4860,4800,4740,4440
101295,George C Wallace State Community College-Hanceville,       On-campus room and board,4900,4900,4900,4600,4600
101295,George C Wallace State Community College-Hanceville,       On-campus other expenses,6160,4560,4160,4160,4160
101295,George C Wallace State Community College-Hanceville,       Books and supplies,1600,1600,1600,1600,1400
101301,George C Wallace State Community College-Selma,On-campus in-state,7060,7060,7000,6940,6015
101301,George C Wallace State Community College-Selma,       In-state tuition and fees,4560,4560,4500,4440,4140
101301,George C Wallace State Community College-Selma,       On-campus room and board,0,0,0,0,0
101301,George C Wallace State Community College-Selma,       On-campus other expenses,0,0,0,0,0
101301,George C Wallace State Community College-Selma,       Books and supplies,2500,2500,2500,2500,1875
101365,Herzing University-Birmingham,On-campus in-state,14200,14200,14200,14000,13850
101365,Herzing University-Birmingham,       In-state tuition and fees,14200,14200,14200,14000,13850
101365,Herzing University-Birmingham,       On-campus room and board,0,0,0,0,0
101365,Herzing University-Birmingham,       On-campus other expenses,0,0,0,0,0
101365,Herzing University-Birmingham,       Books and supplies,0,0,0,0,0
101435,Huntingdon College,On-campus in-state,40728,40418,38685,38485,37235
101435,Huntingdon College,       In-state tuition and fees,27900,27900,27400,27400,26400
101435,Huntingdon College,       On-campus room and board,10460,10150,9950,9750,9500
101435,Huntingdon College,       On-campus other expenses,2068,2068,1035,1035,1035
101435,Huntingdon College,       Books and supplies,300,300,300,300,300
101453,Heritage Christian University,On-campus in-state,20983,20743,21463,20695,19659
101453,Heritage Christian University,       In-state tuition and fees,11632,11532,11532,11232,11232
101453,Heritage Christian University,       On-campus room and board,5822,5745,5745,5745,4740
101453,Heritage Christian University,       On-campus other expenses,2529,2466,3186,2718,2687
101453,Heritage Christian University,       Books and supplies,1000,1000,1000,1000,1000
101462,J. F. Drake State Community and Technical College,On-campus in-state,6830,6830,6770,6710,6410
101462,J. F. Drake State Community and Technical College,       In-state tuition and fees,4830,4830,4770,4710,4410
101462,J. F. Drake State Community and Technical College,       On-campus room and board,0,0,0,0,0
101462,J. F. Drake State Community and Technical College,       On-campus other expenses,0,0,0,0,0
101462,J. F. Drake State Community and Technical College,       Books and supplies,2000,2000,2000,2000,2000
101471,J F Ingram State Technical College,On-campus in-state,6084,6084,6012,5940,5580
101471,J F Ingram State Technical College,       In-state tuition and fees,5472,5472,5400,5328,4968
101471,J F Ingram State Technical College,       On-campus room and board,0,0,0,0,0
101471,J F Ingram State Technical College,       On-campus other expenses,0,0,0,0,0
101471,J F Ingram State Technical College,       Books and supplies,612,612,612,612,612
101480,Jacksonville State University,On-campus in-state,22633,22429,21831,19613,20560
101480,Jacksonville State University,       In-state tuition and fees,11120,11120,11120,8760,8166
101480,Jacksonville State University,       On-campus room and board,8320,8110,8000,7494,7898
101480,Jacksonville State University,       On-campus other expenses,1997,2003,1507,2339,2998
101480,Jacksonville State University,       Books and supplies,1196,1196,1204,1020,1498
101505,Jefferson State Community College,On-campus in-state,6472,7464,7952,6990,6614
101505,Jefferson State Community College,       In-state tuition and fees,4920,5850,5790,4800,4500
101505,Jefferson State Community College,       On-campus room and board,0,0,0,0,0
101505,Jefferson State Community College,       On-campus other expenses,0,0,0,0,0
101505,Jefferson State Community College,       Books and supplies,1552,1614,2162,2190,2114
101514,John C Calhoun State Community College,On-campus in-state,7590,7590,7380,6320,6020
101514,John C Calhoun State Community College,       In-state tuition and fees,4940,4940,4880,4820,4520
101514,John C Calhoun State Community College,       On-campus room and board,0,0,0,0,0
101514,John C Calhoun State Community College,       On-campus other expenses,0,0,0,0,0
101514,John C Calhoun State Community College,       Books and supplies,2650,2650,2500,1500,1500
101569,Lawson State Community College,On-campus in-state,14920,14920,14860,14800,13800
101569,Lawson State Community College,       In-state tuition and fees,4860,4860,4800,4740,4440
101569,Lawson State Community College,       On-campus room and board,4760,4760,4760,4760,4760
101569,Lawson State Community College,       On-campus other expenses,3000,3000,3000,3000,3000
101569,Lawson State Community College,       Books and supplies,2300,2300,2300,2300,1600
101587,University of West Alabama,On-campus in-state,23305,23255,23205,21841,21005
101587,University of West Alabama,       In-state tuition and fees,10990,10990,10990,10040,9204
101587,University of West Alabama,       On-campus room and board,7594,7510,7510,7080,7080
101587,University of West Alabama,       On-campus other expenses,3505,3505,3505,3505,3505
101587,University of West Alabama,       Books and supplies,1216,1250,1200,1216,1216
101602,Lurleen B Wallace Community College,On-campus in-state,14987,15227,15167,5932,5632
101602,Lurleen B Wallace Community College,       In-state tuition and fees,4620,4860,4800,4740,4440
101602,Lurleen B Wallace Community College,       On-campus room and board,5550,5550,5550,0,0
101602,Lurleen B Wallace Community College,       On-campus other expenses,3625,3625,3625,0,0
101602,Lurleen B Wallace Community College,       Books and supplies,1192,1192,1192,1192,1192
101648,Marion Military Institute,On-campus in-state,18368,18568,18568,18568,18568
101648,Marion Military Institute,       In-state tuition and fees,9218,9418,9418,9418,9418
101648,Marion Military Institute,       On-campus room and board,4950,4950,4950,4950,4950
101648,Marion Military Institute,       On-campus other expenses,2400,2400,2400,2400,2400
101648,Marion Military Institute,       Books and supplies,1800,1800,1800,1800,1800
101675,Miles College,On-campus in-state,23144,23144,22894,22418,23080
101675,Miles College,       In-state tuition and fees,12714,12714,12464,12132,11794
101675,Miles College,       On-campus room and board,7348,7348,7348,7254,7254
101675,Miles College,       On-campus other expenses,2832,2832,2832,2832,2832
101675,Miles College,       Books and supplies,250,250,250,200,1200
101693,University of Mobile,On-campus in-state,41493,40746,40110,39380,38354
101693,University of Mobile,       In-state tuition and fees,24855,24310,23860,23230,22210
101693,University of Mobile,       On-campus room and board,10088,9886,9700,9600,9600
101693,University of Mobile,       On-campus other expenses,4750,4750,4750,4750,4744
101693,University of Mobile,       Books and supplies,1800,1800,1800,1800,1800
101709,University of Montevallo,On-campus in-state,27846,27720,27718,26290,25630
101709,University of Montevallo,       In-state tuition and fees,13710,13710,13708,12760,12400
101709,University of Montevallo,       On-campus room and board,9936,9810,9810,9330,9030
101709,University of Montevallo,       On-campus other expenses,3180,3180,3180,3180,3180
101709,University of Montevallo,       Books and supplies,1020,1020,1020,1020,1020
101736,Northwest-Shoals Community College,On-campus in-state,6431,6431,6771,6496,6161
101736,Northwest-Shoals Community College,       In-state tuition and fees,4831,4831,4771,4711,4411
101736,Northwest-Shoals Community College,       On-campus room and board,0,0,0,0,0
101736,Northwest-Shoals Community College,       On-campus other expenses,0,0,0,0,0
101736,Northwest-Shoals Community College,       Books and supplies,1600,1600,2000,1785,1750
101879,University of North Alabama,On-campus in-state,22886,22886,22750,22112,20264
101879,University of North Alabama,       In-state tuition and fees,10620,10620,10620,10142,8480
101879,University of North Alabama,       On-campus room and board,7966,7966,7830,7670,7484
101879,University of North Alabama,       On-campus other expenses,2800,2800,2800,2800,2800
101879,University of North Alabama,       Books and supplies,1500,1500,1500,1500,1500
101897,Northeast Alabama Community College,On-campus in-state,7260,7260,7200,7140,6840
101897,Northeast Alabama Community College,       In-state tuition and fees,4860,4860,4800,4740,4440
101897,Northeast Alabama Community College,       On-campus room and board,0,0,0,0,0
101897,Northeast Alabama Community College,       On-campus other expenses,0,0,0,0,0
101897,Northeast Alabama Community College,       Books and supplies,2400,2400,2400,2400,2400
101912,Oakwood University,On-campus in-state,38564,37364,37764,37362,36590
101912,Oakwood University,       In-state tuition and fees,19990,19990,19990,19792,16720
101912,Oakwood University,       On-campus room and board,9374,9374,9374,9700,12000
101912,Oakwood University,       On-campus other expenses,8000,6800,6900,6370,6370
101912,Oakwood University,       Books and supplies,1200,1200,1500,1500,1500
101994,Reid State Technical College,On-campus in-state,6015,6045,5985,5925,5625
101994,Reid State Technical College,       In-state tuition and fees,4890,4920,4860,4800,4500
101994,Reid State Technical College,       On-campus room and board,0,0,0,0,0
101994,Reid State Technical College,       On-campus other expenses,0,0,0,0,0
101994,Reid State Technical College,       Books and supplies,1125,1125,1125,1125,1125
102030,Bishop State Community College,On-campus in-state,6860,6860,6300,6240,5940
102030,Bishop State Community College,       In-state tuition and fees,4860,4860,4800,4740,4440
102030,Bishop State Community College,       On-campus room and board,0,0,0,0,0
102030,Bishop State Community College,       On-campus other expenses,0,0,0,0,0
102030,Bishop State Community College,       Books and supplies,2000,2000,1500,1500,1500
102049,Samford University,On-campus in-state,52514,51314,49634,47863,46474
102049,Samford University,       In-state tuition and fees,35360,34198,32850,31650,30490
102049,Samford University,       On-campus room and board,11260,11260,10980,10500,10280
102049,Samford University,       On-campus other expenses,4894,4856,4804,4713,4704
102049,Samford University,       Books and supplies,1000,1000,1000,1000,1000
102067,Shelton State Community College,On-campus in-state,6587,6560,6541,7467,6289
102067,Shelton State Community College,       In-state tuition and fees,4587,4560,4541,4467,4189
102067,Shelton State Community College,       On-campus room and board,0,0,0,0,0
102067,Shelton State Community College,       On-campus other expenses,0,0,0,0,0
102067,Shelton State Community College,       Books and supplies,2000,2000,2000,3000,2100
102076,Snead State Community College,On-campus in-state,16693,16693,13853,13690,13045
102076,Snead State Community College,       In-state tuition and fees,5344,5344,4950,4800,4500
102076,Snead State Community College,       On-campus room and board,4675,4675,3611,3611,3187
102076,Snead State Community College,       On-campus other expenses,3939,3939,3042,3029,2795
102076,Snead State Community College,       Books and supplies,2735,2735,2250,2250,2563
102094,University of South Alabama,On-campus in-state,22968,23986,23790,22598,21668
102094,University of South Alabama,       In-state tuition and fees,8756,8396,8396,8396,7812
102094,University of South Alabama,       On-campus room and board,8150,9020,9178,8512,8460
102094,University of South Alabama,       On-campus other expenses,4762,5370,4916,4390,4096
102094,University of South Alabama,       Books and supplies,1300,1200,1300,1300,1300
102234,Spring Hill College,On-campus in-state,37004,60543,59062,57676,55168
102234,Spring Hill College,       In-state tuition and fees,21100,41868,40648,39464,37584
102234,Spring Hill College,       On-campus room and board,11440,14062,13652,13462,13070
102234,Spring Hill College,       On-campus other expenses,2714,2863,3262,3250,3014
102234,Spring Hill College,       Books and supplies,1750,1750,1500,1500,1500
102270,Stillman College,On-campus in-state,28052,25646,28092,26245,21986
102270,Stillman College,       In-state tuition and fees,11392,11292,11292,11092,10792
102270,Stillman College,       On-campus room and board,10054,10054,10194,9564,7394
102270,Stillman College,       On-campus other expenses,4572,3300,4572,4572,2700
102270,Stillman College,       Books and supplies,2034,1000,2034,1017,1100
102298,Talladega College,On-campus in-state,27720,23870,24220,23745,22514
102298,Talladega College,       In-state tuition and fees,13886,13866,13846,13571,12340
102298,Talladega College,       On-campus room and board,8934,6704,6704,6704,6704
102298,Talladega College,       On-campus other expenses,3700,2100,2100,2100,2100
102298,Talladega College,       Books and supplies,1200,1200,1570,1370,1370
102313,H Councill Trenholm State Community College,On-campus in-state,6770,6770,6510,6650,6150
102313,H Councill Trenholm State Community College,       In-state tuition and fees,4770,4770,4710,4650,4350
102313,H Councill Trenholm State Community College,       On-campus room and board,0,0,0,0,0
102313,H Councill Trenholm State Community College,       On-campus other expenses,0,0,0,0,0
102313,H Councill Trenholm State Community College,       Books and supplies,2000,2000,1800,2000,1800
102368,Troy University,On-campus in-state,22977,21878,21778,20147,19815
102368,Troy University,       In-state tuition and fees,9312,8908,8908,8908,8692
102368,Troy University,       On-campus room and board,7599,6904,6804,6804,6688
102368,Troy University,       On-campus other expenses,4766,4766,4766,3297,3297
102368,Troy University,       Books and supplies,1300,1300,1300,1138,1138
102377,Tuskegee University,On-campus in-state,41924,41924,40750,39383,39383
102377,Tuskegee University,       In-state tuition and fees,22614,22614,22614,22170,22170
102377,Tuskegee University,       On-campus room and board,9844,9844,9844,9650,9650
102377,Tuskegee University,       On-campus other expenses,7654,7654,6480,5907,5907
102377,Tuskegee University,       Books and supplies,1812,1812,1812,1656,1656
102395,United States Sports Academy,On-campus in-state,17424,17424,17424,,
102395,United States Sports Academy,       In-state tuition and fees,16418,16418,16418,,
102395,United States Sports Academy,       On-campus room and board,0,0,0,,
102395,United States Sports Academy,       On-campus other expenses,0,0,0,,
102395,United States Sports Academy,       Books and supplies,1006,1006,1006,,
102429,Bevill State Community College,On-campus in-state,16806,16806,16742,16678,15716
102429,Bevill State Community College,       In-state tuition and fees,5214,5214,5150,5086,4766
102429,Bevill State Community College,       On-campus room and board,4576,4576,4576,4576,3300
102429,Bevill State Community College,       On-campus other expenses,5616,5616,5616,5616,6450
102429,Bevill State Community College,       Books and supplies,1400,1400,1400,1400,1200
102553,University of Alaska Anchorage,On-campus in-state,30880,29604,26713,26587,27098
102553,University of Alaska Anchorage,       In-state tuition and fees,8622,8622,8103,7977,6690
102553,University of Alaska Anchorage,       On-campus room and board,12662,12662,11878,11878,11962
102553,University of Alaska Anchorage,       On-campus other expenses,8276,7000,5292,5292,6838
102553,University of Alaska Anchorage,       Books and supplies,1320,1320,1440,1440,1608
102580,Alaska Bible College,On-campus in-state,20856,19471,20078,19984,19904
102580,Alaska Bible College,       In-state tuition and fees,10900,9700,9700,9600,9600
102580,Alaska Bible College,       On-campus room and board,6000,6000,5800,5704,5700
102580,Alaska Bible College,       On-campus other expenses,3556,3371,4178,4080,4004
102580,Alaska Bible College,       Books and supplies,400,400,400,600,600
102614,University of Alaska Fairbanks,On-campus in-state,22438,22366,22170,20281,19642
102614,University of Alaska Fairbanks,       In-state tuition and fees,7248,7176,7080,6657,6262
102614,University of Alaska Fairbanks,       On-campus room and board,10540,10540,10440,8974,8730
102614,University of Alaska Fairbanks,       On-campus other expenses,2650,2650,2650,2650,2650
102614,University of Alaska Fairbanks,       Books and supplies,2000,2000,2000,2000,2000
102632,University of Alaska Southeast,On-campus in-state,20608,20608,19744,20140,19876
102632,University of Alaska Southeast,       In-state tuition and fees,6960,6960,6696,7092,6828
102632,University of Alaska Southeast,       On-campus room and board,9800,9800,9200,9200,9200
102632,University of Alaska Southeast,       On-campus other expenses,2448,2448,2448,2448,2448
102632,University of Alaska Southeast,       Books and supplies,1400,1400,1400,1400,1400
102669,Alaska Pacific University,On-campus in-state,34670,34670,34700,34700,34210
102669,Alaska Pacific University,       In-state tuition and fees,20760,20760,20760,20760,20760
102669,Alaska Pacific University,       On-campus room and board,8300,8300,8330,8330,7900
102669,Alaska Pacific University,       On-campus other expenses,4410,4410,4410,4410,4350
102669,Alaska Pacific University,       Books and supplies,1200,1200,1200,1200,1200
102845,Charter College,On-campus in-state,17289,18711,18161,22655,21908
102845,Charter College,       In-state tuition and fees,17289,18711,18161,22655,21908
102845,Charter College,       On-campus room and board,0,0,0,0,0
102845,Charter College,       On-campus other expenses,0,0,0,0,0
102845,Charter College,       Books and supplies,0,0,0,0,0
103963,Miller-Motte College-Arizona Automotive Institute,On-campus in-state,,,,,
103963,Miller-Motte College-Arizona Automotive Institute,       In-state tuition and fees,,,,,
103963,Miller-Motte College-Arizona Automotive Institute,       On-campus room and board,,,,,
103963,Miller-Motte College-Arizona Automotive Institute,       On-campus other expenses,,,,,
103963,Miller-Motte College-Arizona Automotive Institute,       Books and supplies,,,,,
104090,Brookline College-Phoenix,On-campus in-state,,,,,
104090,Brookline College-Phoenix,       In-state tuition and fees,,,,,
104090,Brookline College-Phoenix,       On-campus room and board,,,,,
104090,Brookline College-Phoenix,       On-campus other expenses,,,,,
104090,Brookline College-Phoenix,       Books and supplies,,,,,
104151,Arizona State University Campus Immersion,On-campus in-state,29774,29578,29103,28048,27530
104151,Arizona State University Campus Immersion,       In-state tuition and fees,11348,11338,11338,10822,10792
104151,Arizona State University Campus Immersion,       On-campus room and board,13696,13510,13164,12648,12209
104151,Arizona State University Campus Immersion,       On-campus other expenses,3430,3430,3430,3430,3404
104151,Arizona State University Campus Immersion,       Books and supplies,1300,1300,1171,1148,1125
104160,Arizona Western College,On-campus in-state,18583,17631,17439,17379,17211
104160,Arizona Western College,       In-state tuition and fees,2900,2840,2780,2720,2660
104160,Arizona Western College,       On-campus room and board,7702,6810,6678,6678,6570
104160,Arizona Western College,       On-campus other expenses,5981,5981,5981,5981,5981
104160,Arizona Western College,       Books and supplies,2000,2000,2000,2000,2000
104179,University of Arizona,On-campus in-state,30686,30686,30061,29217,28748
104179,University of Arizona,       In-state tuition and fees,12736,12736,12711,12467,12248
104179,University of Arizona,       On-campus room and board,13450,13450,13050,12550,12300
104179,University of Arizona,       On-campus other expenses,3600,3600,3500,3400,3400
104179,University of Arizona,       Books and supplies,900,900,800,800,800
104346,Central Arizona College,On-campus in-state,14280,14295,14744,14680,13980
104346,Central Arizona College,       In-state tuition and fees,2580,2580,2580,2580,2580
104346,Central Arizona College,       On-campus room and board,7300,7300,7764,7700,7000
104346,Central Arizona College,       On-campus other expenses,2800,2815,2800,2800,2800
104346,Central Arizona College,       Books and supplies,1600,1600,1600,1600,1600
104425,Cochise County Community College District,On-campus in-state,14137,14047,14065,13903,13463
104425,Cochise County Community College District,       In-state tuition and fees,2184,2184,2112,2040,1968
104425,Cochise County Community College District,       On-campus room and board,7362,7272,7362,7272,6904
104425,Cochise County Community College District,       On-campus other expenses,2791,2791,2791,2791,2791
104425,Cochise County Community College District,       Books and supplies,1800,1800,1800,1800,1800
104577,Eastern Arizona College,On-campus in-state,16026,15235,15173,14795,14450
104577,Eastern Arizona College,       In-state tuition and fees,2160,2700,2700,2700,2550
104577,Eastern Arizona College,       On-campus room and board,9100,7835,7835,6790,6595
104577,Eastern Arizona College,       On-campus other expenses,3760,3708,3646,4455,4455
104577,Eastern Arizona College,       Books and supplies,1006,992,992,850,850
104586,Embry-Riddle Aeronautical University-Prescott,On-campus in-state,58036,56260,54536,53046,51036
104586,Embry-Riddle Aeronautical University-Prescott,       In-state tuition and fees,38966,37864,36708,35654,34662
104586,Embry-Riddle Aeronautical University-Prescott,       On-campus room and board,12736,12174,11718,11394,10468
104586,Embry-Riddle Aeronautical University-Prescott,       On-campus other expenses,4934,4822,4710,4598,4506
104586,Embry-Riddle Aeronautical University-Prescott,       Books and supplies,1400,1400,1400,1400,1400
104665,The School of Architecture,On-campus in-state,,,,,
104665,The School of Architecture,       In-state tuition and fees,,,,,
104665,The School of Architecture,       On-campus room and board,,,,,
104665,The School of Architecture,       On-campus other expenses,,,,,
104665,The School of Architecture,       Books and supplies,,,,,
104708,Glendale Community College,On-campus in-state,3534,3542,3534,3494,3484
104708,Glendale Community College,       In-state tuition and fees,2070,2070,2070,2070,2094
104708,Glendale Community College,       On-campus room and board,0,0,0,0,0
104708,Glendale Community College,       On-campus other expenses,0,0,0,0,0
104708,Glendale Community College,       Books and supplies,1464,1472,1464,1424,1390
104717,Grand Canyon University,On-campus in-state,32100,32100,32100,32100,32100
104717,Grand Canyon University,       In-state tuition and fees,17800,17800,17800,17050,17050
104717,Grand Canyon University,       On-campus room and board,7800,7800,7800,8550,8550
104717,Grand Canyon University,       On-campus other expenses,5700,5700,5700,5700,5700
104717,Grand Canyon University,       Books and supplies,800,800,800,800,800
105145,GateWay Community College,On-campus in-state,3534,3542,3534,3494,3484
105145,GateWay Community College,       In-state tuition and fees,2070,2070,2070,2070,2094
105145,GateWay Community College,       On-campus room and board,0,0,0,0,0
105145,GateWay Community College,       On-campus other expenses,0,0,0,0,0
105145,GateWay Community College,       Books and supplies,1464,1472,1464,1424,1390
105154,Mesa Community College,On-campus in-state,3534,3542,3534,3494,3484
105154,Mesa Community College,       In-state tuition and fees,2070,2070,2070,2070,2094
105154,Mesa Community College,       On-campus room and board,0,0,0,0,0
105154,Mesa Community College,       On-campus other expenses,0,0,0,0,0
105154,Mesa Community College,       Books and supplies,1464,1472,1464,1424,1390
105206,Mohave Community College,On-campus in-state,2856,2832,2922,2922,2922
105206,Mohave Community College,       In-state tuition and fees,2136,2112,2112,2112,2112
105206,Mohave Community College,       On-campus room and board,0,0,0,0,0
105206,Mohave Community College,       On-campus other expenses,0,0,0,0,0
105206,Mohave Community College,       Books and supplies,720,720,810,810,810
105297,Dine College,On-campus in-state,12700,12700,12700,12000,12700
105297,Dine College,       In-state tuition and fees,1410,1410,1410,1410,1410
105297,Dine College,       On-campus room and board,4940,4940,4940,4240,4940
105297,Dine College,       On-campus other expenses,4950,4950,4950,4950,4950
105297,Dine College,       Books and supplies,1400,1400,1400,1400,1400
105330,Northern Arizona University,On-campus in-state,28854,28722,28150,27266,26923
105330,Northern Arizona University,       In-state tuition and fees,11896,11896,11896,11564,11059
105330,Northern Arizona University,       On-campus room and board,11338,11106,10534,10282,9944
105330,Northern Arizona University,       On-campus other expenses,4720,4720,4720,4420,4920
105330,Northern Arizona University,       Books and supplies,900,1000,1000,1000,1000
105349,Northland Pioneer College,On-campus in-state,3828,3828,3780,3656,3608
105349,Northland Pioneer College,       In-state tuition and fees,2428,2428,2380,2256,2208
105349,Northland Pioneer College,       On-campus room and board,0,0,0,0,0
105349,Northland Pioneer College,       On-campus other expenses,0,0,0,0,0
105349,Northland Pioneer College,       Books and supplies,1400,1400,1400,1400,1400
105367,Ottawa University-Phoenix,On-campus in-state,,,,,
105367,Ottawa University-Phoenix,       In-state tuition and fees,,,,,
105367,Ottawa University-Phoenix,       On-campus room and board,,,,,
105367,Ottawa University-Phoenix,       On-campus other expenses,,,,,
105367,Ottawa University-Phoenix,       Books and supplies,,,,,
105428,Phoenix College,On-campus in-state,3534,3542,3534,3494,3484
105428,Phoenix College,       In-state tuition and fees,2070,2070,2070,2070,2094
105428,Phoenix College,       On-campus room and board,0,0,0,0,0
105428,Phoenix College,       On-campus other expenses,0,0,0,0,0
105428,Phoenix College,       Books and supplies,1464,1472,1464,1424,1390
